taxonID hash,scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,introduction pathway 1,introduction pathway 2,introduction pathway 3,introduction pathway 4,introduction pathway 5,introduction pathway 6,introduction pathway 7,date first observation,date last observation,source,occurrence remarks,native range,terrestrial,marine,freshwater,host,abundance,threat status,date added,added by,verified by
4d44ee4e4c31e377189b7ac613567aca,Pseudosuccinea columella,Animalia,Animalia,Mollusca,,,,species,,Mainland,PT,,,,otherTransport,,,,,,,2009,,"De Oliveira, A., 2009. Materiais para o estudo da Malacofauna não-marinha de Portugal. 4. Revisão das espécies aquáticas introduzidas. Noticiario SEM 52, 31-37.",,North America,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
61cc5e417a3e5f843194e908ab75621b,Radix balthica,Animalia,Animalia,Mollusca,,,,species,,Azores,PT,,,,otherTransport,,,,,,,1920,,"De Oliveira, A., 2009. Materiais para o estudo da Malacofauna não-marinha de Portugal. 4. Revisão das espécies aquáticas introduzidas. Noticiario SEM 52, 31-37.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
61cc5e417a3e5f843194e908ab75621b,Radix balthica,Animalia,Animalia,Mollusca,,,,species,,Madeira,PT,,,,otherTransport,,,,,,,1920,,"De Oliveira, A., 2009. Materiais para o estudo da Malacofauna não-marinha de Portugal. 4. Revisão das espécies aquáticas introduzidas. Noticiario SEM 52, 31-37.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
321be3fdc7c0e92ac227db28dfd2d906,Radix peregra,Animalia,Animalia,Mollusca,,,,species,,Azores,PT,,,,otherTransport,,,,,,,1975,,"Backhuys, W., 1975. Zoogeography and taxonomy of the land and freshwater molluscs of the Azores. Backhuys & Meesters, Amsterdam.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
e58494023038cb61dddb58320bb408f0,Rutilus rutilus,Animalia,Animalia,Chordata,,,,species,,Azores,PT,,,,fisheryInTheWild,,,,,,,1982,,"Goubier, J., Hoestland, H., Goubier, M., 1983. Recherches biologiques sur la perche (Perca fluviatilis L.) de Sao Miguel (Açores). Cybium 7, 25-49.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
e58494023038cb61dddb58320bb408f0,Rutilus rutilus,Animalia,Animalia,Chordata,,,,species,,Mainland,PT,,,,fisheryInTheWild,,,,,,,2007,,"Ribeiro, F., Veríssimo, A., 2014. Full westward expansion of Rutilus rutilus (Linnaeus, 1758) in the Iberian Peninsula. Journal of applied Ichthyology 30, 540-542.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
29a2f2001381c101e0513570519626cf,Salmo trutta,Animalia,Animalia,Chordata,,,,species,,Azores,PT,,,,fisheryInTheWild,,,,,,,1880,,"Goubier, J., Hoestland, H., Goubier, M., 1983. Recherches biologiques sur la perche (Perca fluviatilis L.) de Sao Miguel (Açores). Cybium 7, 25-49.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
8bec470dcc174c1b4f743bdc4bc04ea1,Sander lucioperca,Animalia,Animalia,Chordata,,,,species,,Mainland,PT,,,,fisheryInTheWild,,,,,,,1997,,"Barros, J., Cunha, M., Lino, M., Vieira, N., Valente, A., 2000. Evaluation of the water quality and biotic communities of two Portuguese reservoirs (Alto Lindoso and Ermal) and their relationship with recreational fishing. Internationale Vereinigung für theoretische und angewandte Limnologie: Verhandlungen 27, 2693-2698.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
8bec470dcc174c1b4f743bdc4bc04ea1,Sander lucioperca,Animalia,Animalia,Chordata,,,,species,,Azores,PT,,,,fisheryInTheWild,,,,,,,1981,,"Goubier, J., Hoestland, H., Goubier, M., 1983. Recherches biologiques sur la perche (Perca fluviatilis L.) de Sao Miguel (Açores). Cybium 7, 25-49.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
e975246316af170f7457fa4e20f1b197,Silurus glanis,Animalia,Animalia,Chordata,,,,species,,Mainland,PT,,,,fisheryInTheWild,,,,,,,2006,,"Gkenas, C., Gago, J., Mesquita, N., Alves, M., Ribeiro, F., 2015. Short communication First record of Silurus glanis Linnaeus, 1758 in Portugal (Iberian Peninsula). J. Appl. Ichthyol 31, 756-758.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
a2ab6a79d2d4147497afd8b40cf943fa,Stenopelmus rufinasus,Animalia,Animalia,Arthropoda,,,,species,,Mainland,PT,,,,,,,,,,,2011,,"Carrapiço, F., Santos, R., Serrano, A., 2011. First Occurrence of Stenopelmus rufinasus Gyllenhal, 1835 (Coleoptera: Erirhinidae) in Portugal. The Coleopterists Bulletin 65, 436-437.",,Asia,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
ee4d1f39a2070973657d905c5c06d273,Strandesia vavrai,Animalia,Animalia,Arthropoda,,,,species,,Mainland,PT,,,,,,,,,,,1983,,"Paulo, L.F., Moutinho, M., 1983. Systématique et distribution des ostracodes au Portugal. Publ. Inst. Zool. Dr. A. Nobre. 173, 1-32.",,Africa,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
f979db9939f00bbacdebcb483135b503,Tinca tinca,Animalia,Animalia,Chordata,,,,species,,Mainland,PT,,,,fisheryInTheWild,,,,,,,1886,,"Varandas, J., Cosme, J., 2010. Memórias Paroquiais (1758). Caleidoscópio.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
af4695539ee8dcb286fcf2e6c12fefa1,Trachemys scripta,Animalia,Animalia,Chordata,,,,species,,Mainland,PT,,,,ornamentalNonHorticulture,,,,,,,1990,,"Araújo, P., Segurado, P., Raimundo, N., 1997. Bases para a conservação das tartarugas de água doce, Mauremys leprosa e Emys orbicularis. Estudos de Biologia e Conservação da Natureza 24.",,North America,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
a7f0a08b6964118423232131d3229f53,Trichocorixa verticalis,Animalia,Animalia,Arthropoda,,,,species,,Mainland,PT,,,,otherTransport,,,,,,,2002,,"Sala, J., Boix, D., 2005. Presencia del Coríxido neártico Trichocorixa verticalis verticalis (Fieber, 1851)(Heteroptera, Corixidae) en el Algarve (S Portugal). Graellsia 61, 31-36.",,North America,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
8ee57e2c26a970661ed712a87463e9e8,Triturus carnifex,Animalia,Animalia,Chordata,,,,species,,Azores,PT,,,,ornamentalNonHorticulture,,,,,,,1920,,"Svanberg, I., 1975. The warty newt (Triturus cristatus) of the Azores. Bocagiana 40, 1-2.",,Europe,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
e822d74e1907cdb22ca4e2f95cc710da,Xenopus laevis,Animalia,Animalia,Chordata,,,,species,,Mainland,PT,,,,research,,,,,,,1979,,"Rebelo, R., Amaral, P., Bernardes, M., Oliveira, J., Pinheiro, P., Leitão, D., 2010. Xenopus laevis (Daudin, 1802), a new exotic amphibian in Portugal. Biol Invasions 12, 3383-3387.",,Africa,,,TRUE,,,,2025-11-26,Pedro M. Anastácio,
